Időszak,Város,Lakásár (EUR/m²),Bérleti díj (EUR/hó),Jövedelem (EUR/hó),Lakás típusa,Munkanélküliségi ráta (%)
2013 Q2,București,1128.96,360.97,611.62,Használt lakás,5.2
2013 Q2,București,1184.92,324.72,559.17,Új lakás,3.5
2013 Q2,Cluj-Napoca,1364.17,345.54,576.51,Használt lakás,3.77
2013 Q2,Cluj-Napoca,1502.28,302.07,564.27,Használt lakás,5.12
2013 Q2,Cluj-Napoca,1222.03,383.32,698.46,Használt lakás,5.21
2013 Q2,Cluj-Napoca,1023.28,334.72,608.47,Használt lakás,6.77
2013 Q2,Cluj-Napoca,982.26,393.1,600.79,Felújított lakás,5.54
2013 Q2,Timișoara,1137.76,311.3,635.05,Használt lakás,5.35
2013 Q2,Timișoara,1266.65,344.47,554.01,Új lakás,3.14
2013 Q2,Timișoara,1248.32,361.96,532.05,Új lakás,4.16
2013 Q2,Timișoara,1093.99,285.68,540.94,Új lakás,3.57
2013 Q2,Timișoara,1100.5,315.45,492.38,Használt lakás,6.72
2013 Q2,Iași,1300.3,313.84,606.35,Új lakás,5.12
2013 Q2,Iași,1292.93,312.26,655.53,Használt lakás,4.15
2013 Q2,Iași,989.7,373.97,667.45,Felújított lakás,7.29
2013 Q2,Iași,1006.03,372.96,565.41,Használt lakás,5.48
2013 Q2,Iași,973.54,294.49,543.45,Új lakás,4.78
2013 Q2,Brașov,1073.07,371.36,651.61,Új lakás,5.3
2013 Q2,Brașov,1344.25,361.63,516.99,Felújított lakás,6.06
2013 Q2,Brașov,1077.38,381.42,684.42,Felújított lakás,5.16
2013 Q2,Brașov,970.46,308.27,669.36,Új lakás,4.53
2013 Q2,Brașov,1159.55,375.35,631.78,Felújított lakás,4.98
2013 Q2,Constanța,1124.96,332.49,641.47,Új lakás,5.25
2013 Q2,Constanța,1119.12,388.28,582.26,Új lakás,3.85
2013 Q2,Constanța,1058.92,305.85,573.66,Új lakás,5.93
2013 Q2,Constanța,1053.39,352.54,550.6,Új lakás,4.44
2013 Q2,Constanța,968.8,336.18,578.38,Felújított lakás,5.24
2013 Q2,Sibiu,1176.79,297.06,655.05,Új lakás,4.91
2013 Q2,Sibiu,1173.81,344.63,558.93,Felújított lakás,4.92
2013 Q2,Sibiu,1207.07,275.12,557.67,Használt lakás,4.45
2013 Q2,Sibiu,1180.74,392.73,543.7,Használt lakás,4.2
2013 Q2,Sibiu,1088.5,312.94,569.17,Új lakás,5.47
2013 Q2,Oradea,1023.54,362.11,487.89,Felújított lakás,4.14
2013 Q2,Oradea,1110.46,411.99,573.51,Használt lakás,2.5
2013 Q2,Oradea,910.13,346.36,626.83,Használt lakás,5.08
2013 Q2,Oradea,1170.11,391.49,557.62,Felújított lakás,5.59
2013 Q2,Oradea,954.16,308.8,481.58,Felújított lakás,4.43
2013 Q2,Galați,1144.45,349.56,593.71,Használt lakás,3.77
2013 Q2,Galați,1127.17,285.1,671.79,Használt lakás,4.4
2013 Q2,Galați,1091.33,408.56,515.47,Új lakás,3.57
2013 Q2,Galați,1018.45,342.29,615.9,Használt lakás,5.44
2013 Q2,Galați,1458.64,255.02,626.52,Használt lakás,4.14
2013 Q2,Ploiești,1079.63,320.21,535.47,Használt lakás,6.38
2013 Q2,Ploiești,1251.08,345.93,671.06,Használt lakás,3.19
2013 Q2,Ploiești,990.32,257.88,548.04,Felújított lakás,4.86
2013 Q2,Ploiești,1162.34,350.97,505.34,Új lakás,5.5
2013 Q2,Ploiești,1178.76,374.32,476.43,Új lakás,5.01
2013 Q2,Arad,1007.47,329.11,622.06,Használt lakás,4.79
2013 Q2,Arad,1047.82,345.25,498.11,Felújított lakás,5.85
2013 Q2,Arad,1125.37,389.74,558.41,Új lakás,4.18
2013 Q2,Arad,1058.3,380.05,547.43,Új lakás,5.34
2013 Q2,Arad,1104.11,265.96,555.78,Új lakás,3.52
2013 Q2,Bacău,1154.07,297.38,645.56,Használt lakás,4.61
2013 Q2,Bacău,1128.69,371.24,647.83,Új lakás,4.68
2013 Q2,Bacău,1057.46,274.04,548.84,Új lakás,4.08
2013 Q2,Bacău,1162.85,331.19,631.28,Új lakás,4.09
2013 Q2,Bacău,1143.16,392.36,610.51,Új lakás,4.64
2013 Q2,Târgu Mureș,1077.77,319.67,538.96,Felújított lakás,4.16
2013 Q2,Târgu Mureș,1240.68,336.12,509.01,Új lakás,6.47
2013 Q2,Târgu Mureș,1188.4,288.72,563.49,Használt lakás,4.81
2013 Q2,Târgu Mureș,1354.55,300.68,648.56,Használt lakás,6.1
2013 Q2,Târgu Mureș,1074.56,333.9,527.82,Új lakás,4.5
2013 Q2,Baia Mare,1145.61,371.39,655.41,Új lakás,3.95
2013 Q2,Baia Mare,913.92,344.15,607.61,Új lakás,4.95
2013 Q2,Baia Mare,1110.8,349.99,680.93,Új lakás,5.08
2013 Q2,Baia Mare,1105.2,324.99,579.81,Felújított lakás,6.34
2013 Q2,Baia Mare,1128.0,344.21,561.06,Új lakás,5.8
2013 Q2,Satu Mare,1385.18,363.02,594.97,Új lakás,4.74
2013 Q2,Satu Mare,863.88,374.81,598.05,Használt lakás,5.13
2013 Q2,Satu Mare,1064.62,329.62,565.34,Új lakás,5.72
2013 Q2,Satu Mare,1104.55,428.31,615.85,Új lakás,3.42
2013 Q2,Satu Mare,1134.57,318.93,458.34,Felújított lakás,6.3
2013 Q2,Botoșani,1234.38,366.33,599.92,Felújított lakás,3.32
2013 Q2,Botoșani,1091.97,378.67,526.93,Új lakás,2.17
2013 Q2,Botoșani,1122.75,339.33,598.13,Használt lakás,5.43
2013 Q2,Botoșani,1226.51,355.35,661.73,Új lakás,3.18
2013 Q2,Botoșani,1210.55,370.06,515.63,Felújított lakás,3.2
2013 Q2,Pitești,1060.49,318.54,635.21,Használt lakás,4.09
2013 Q2,Pitești,1047.24,320.53,657.12,Felújított lakás,4.71
2013 Q2,Pitești,1128.49,340.6,667.52,Felújított lakás,3.95
2013 Q2,Pitești,1307.86,353.42,580.37,Felújított lakás,7.2
2013 Q2,Pitești,1023.32,330.85,516.05,Új lakás,5.65
2013 Q2,Craiova,1352.7,411.8,663.44,Használt lakás,4.5
2013 Q2,Craiova,1106.17,278.15,712.15,Használt lakás,5.17
2013 Q2,Craiova,1090.97,398.12,531.63,Használt lakás,5.11
2013 Q2,Craiova,1129.28,370.55,586.19,Felújított lakás,3.25
2013 Q2,Craiova,1159.07,386.95,588.25,Felújított lakás,5.48
2013 Q2,Reșița,1024.54,343.95,552.53,Felújított lakás,5.45
2013 Q2,Reșița,1153.78,372.6,655.26,Felújított lakás,5.39
2013 Q2,Reșița,1182.77,305.07,589.83,Használt lakás,4.17
2013 Q2,Reșița,1108.71,330.02,531.2,Felújított lakás,2.74
2013 Q2,Reșița,1069.82,352.74,509.11,Új lakás,4.72
2013 Q2,Slatina,1378.03,385.92,688.61,Használt lakás,5.09
2013 Q2,Slatina,1290.1,316.04,551.34,Használt lakás,2.0
2013 Q2,Slatina,1292.34,406.61,556.81,Új lakás,4.45
2013 Q2,Slatina,1059.54,360.31,657.5,Új lakás,2.96
2013 Q2,Slatina,1199.13,333.93,596.8,Új lakás,5.16
2013 Q3,București,1127.42,340.86,577.17,Használt lakás,5.67
2013 Q3,București,1200.25,353.82,513.74,Felújított lakás,4.32
2013 Q3,București,1257.84,346.51,629.57,Új lakás,6.47
2013 Q3,București,1274.63,348.73,559.34,Felújított lakás,2.15
2013 Q3,București,1129.79,331.96,613.42,Felújított lakás,4.55
2013 Q3,Cluj-Napoca,1111.55,273.82,533.6,Új lakás,5.18
2013 Q3,Cluj-Napoca,1355.91,341.1,609.67,Új lakás,5.65
2013 Q3,Cluj-Napoca,1052.69,359.67,545.57,Felújított lakás,5.56
2013 Q3,Cluj-Napoca,1168.17,356.94,543.04,Használt lakás,5.41
2013 Q3,Cluj-Napoca,1400.17,304.68,569.61,Új lakás,4.93
2013 Q3,Timișoara,1244.37,322.62,420.02,Új lakás,6.06
2013 Q3,Timișoara,1241.26,275.28,553.55,Új lakás,6.27
2013 Q3,Timișoara,1323.74,382.55,579.43,Új lakás,4.78
2013 Q3,Timișoara,1134.29,390.13,537.45,Új lakás,3.89
2013 Q3,Timișoara,1271.23,343.23,672.71,Új lakás,4.03
2013 Q3,Iași,1143.43,308.1,590.44,Felújított lakás,3.22
2013 Q3,Iași,1091.48,287.55,631.64,Felújított lakás,5.42
2013 Q3,Iași,942.37,398.36,739.84,Új lakás,4.75
2013 Q3,Iași,1073.07,457.97,510.86,Használt lakás,4.72
2013 Q3,Iași,1171.55,398.81,611.58,Felújított lakás,4.2
2013 Q3,Brașov,1035.86,331.33,529.58,Felújított lakás,4.75
2013 Q3,Brașov,1082.3,285.24,665.31,Új lakás,4.2
2013 Q3,Brașov,997.82,338.27,594.1,Használt lakás,2.95
2013 Q3,Brașov,1189.8,303.11,692.66,Felújított lakás,5.22
2013 Q3,Brașov,1102.01,315.19,583.7,Felújított lakás,5.31
2013 Q3,Constanța,1146.94,336.31,593.5,Felújított lakás,4.1
2013 Q3,Constanța,1108.82,261.57,648.42,Használt lakás,5.0
2013 Q3,Constanța,1057.19,420.95,595.22,Új lakás,3.66
2013 Q3,Constanța,1252.81,360.92,613.67,Új lakás,4.27
2013 Q3,Constanța,1204.06,334.53,623.36,Használt lakás,2.8
2013 Q3,Sibiu,1097.94,413.89,543.98,Használt lakás,4.1
2013 Q3,Sibiu,1096.24,296.41,457.5,Használt lakás,4.47
2013 Q3,Sibiu,1166.3,342.9,581.31,Új lakás,4.74
2013 Q3,Sibiu,1272.74,337.38,555.56,Új lakás,4.42
2013 Q3,Sibiu,1219.52,401.48,552.31,Új lakás,4.8
2013 Q3,Oradea,1190.6,305.3,591.23,Felújított lakás,3.23
2013 Q3,Oradea,937.71,359.67,566.97,Használt lakás,4.9
2013 Q3,Oradea,1147.85,305.94,587.28,Új lakás,3.47
2013 Q3,Oradea,1316.92,290.76,578.25,Új lakás,3.66
2013 Q3,Oradea,1218.45,331.74,558.88,Új lakás,5.55
2013 Q3,Galați,1153.53,365.67,531.12,Használt lakás,3.3
2013 Q3,Galați,1162.86,332.25,627.59,Új lakás,4.62
2013 Q3,Galați,1174.61,280.06,703.31,Használt lakás,4.54
2013 Q3,Galați,1233.71,311.56,608.48,Felújított lakás,3.4
2013 Q3,Galați,1204.25,330.76,591.75,Új lakás,5.4
2013 Q3,Ploiești,1002.1,317.62,617.44,Használt lakás,6.8
2013 Q3,Ploiești,1133.43,368.65,583.58,Felújított lakás,6.64
2013 Q3,Ploiești,940.33,348.78,492.47,Új lakás,2.19
2013 Q3,Ploiești,1185.7,350.58,572.91,Használt lakás,4.59
2013 Q3,Ploiești,1521.8,334.67,620.61,Használt lakás,4.05
2013 Q3,Arad,1185.43,335.47,565.37,Használt lakás,6.52
2013 Q3,Arad,1291.26,350.47,451.75,Új lakás,4.34
2013 Q3,Arad,1474.36,335.77,656.19,Használt lakás,6.14
2013 Q3,Arad,1176.28,311.33,443.88,Új lakás,5.38
2013 Q3,Arad,1052.23,352.05,515.01,Új lakás,4.43
2013 Q3,Bacău,1154.05,355.74,523.11,Új lakás,5.9
2013 Q3,Bacău,1078.37,278.02,583.46,Használt lakás,4.73
2013 Q3,Bacău,1169.27,399.49,575.81,Használt lakás,4.58
2013 Q3,Bacău,1017.62,377.82,601.06,Felújított lakás,4.28
2013 Q3,Bacău,921.44,402.78,516.34,Felújított lakás,4.11
2013 Q3,Târgu Mureș,1193.0,297.14,500.39,Felújított lakás,2.58
2013 Q3,Târgu Mureș,1236.52,323.19,765.64,Felújított lakás,3.71
2013 Q3,Târgu Mureș,1039.43,322.38,604.59,Új lakás,4.23
2013 Q3,Târgu Mureș,1223.48,305.86,507.1,Felújított lakás,2.9
2013 Q3,Târgu Mureș,883.17,324.28,571.94,Használt lakás,4.07
2013 Q3,Baia Mare,1299.21,394.12,569.91,Új lakás,2.91
2013 Q3,Baia Mare,1082.0,321.01,550.57,Felújított lakás,4.0
2013 Q3,Baia Mare,1071.58,329.54,551.87,Használt lakás,4.91
2013 Q3,Baia Mare,1193.24,308.57,666.26,Használt lakás,3.72
2013 Q3,Baia Mare,955.86,360.23,540.96,Felújított lakás,5.02
2013 Q3,Satu Mare,861.56,400.7,630.34,Használt lakás,3.2
2013 Q3,Satu Mare,972.55,411.89,545.76,Felújított lakás,3.87
2013 Q3,Satu Mare,878.07,330.97,576.34,Felújított lakás,5.42
2013 Q3,Satu Mare,982.11,284.19,617.06,Használt lakás,5.71
2013 Q3,Satu Mare,961.46,388.26,592.25,Felújított lakás,5.79
2013 Q3,Botoșani,1141.57,244.11,580.88,Használt lakás,5.76
2013 Q3,Botoșani,1042.75,329.48,579.43,Felújított lakás,2.0
2013 Q3,Botoșani,1350.56,308.94,620.34,Felújított lakás,4.61
2013 Q3,Botoșani,1300.91,361.24,575.9,Használt lakás,3.81
2013 Q3,Botoșani,1245.74,270.06,628.75,Új lakás,3.6
2013 Q3,Pitești,1300.27,351.45,628.65,Használt lakás,4.78
2013 Q3,Pitești,939.71,310.57,630.34,Új lakás,4.87
2013 Q3,Pitești,1291.72,361.13,532.0,Felújított lakás,3.9
2013 Q3,Pitești,1162.35,252.44,690.41,Felújított lakás,5.14
2013 Q3,Pitești,1297.24,281.78,664.67,Felújított lakás,6.93
2013 Q3,Craiova,991.49,375.86,590.07,Új lakás,3.16
2013 Q3,Craiova,1209.15,378.34,553.93,Új lakás,5.87
2013 Q3,Craiova,949.99,285.21,598.2,Használt lakás,4.73
2013 Q3,Craiova,1064.01,377.38,621.85,Használt lakás,5.56
2013 Q3,Craiova,1135.22,369.1,563.26,Új lakás,6.75
2013 Q3,Reșița,1052.49,429.21,592.09,Használt lakás,3.32
2013 Q3,Reșița,1314.17,350.04,641.07,Használt lakás,5.92
2013 Q3,Reșița,1190.55,321.31,648.54,Használt lakás,4.7
2013 Q3,Reșița,1232.3,258.85,616.82,Használt lakás,4.06
2013 Q3,Reșița,1348.4,369.92,604.39,Új lakás,5.19
2013 Q3,Slatina,1030.19,409.93,709.48,Felújított lakás,5.09
2013 Q3,Slatina,1340.85,322.23,542.17,Új lakás,4.74
2013 Q3,Slatina,1202.19,329.24,622.27,Használt lakás,5.01
2013 Q3,Slatina,1030.2,365.75,641.81,Használt lakás,4.87
2013 Q3,Slatina,1288.32,296.3,618.08,Felújított lakás,3.53
2013 Q4,București,1016.31,319.76,533.48,Új lakás,4.15
2013 Q4,București,1124.3,378.49,570.73,Felújított lakás,3.11
2013 Q4,București,1286.81,311.52,586.48,Új lakás,5.15
2013 Q4,București,1173.95,388.77,618.74,Új lakás,3.84
2013 Q4,București,1411.43,352.77,581.16,Felújított lakás,5.66
2013 Q4,Cluj-Napoca,1179.93,360.97,739.53,Felújított lakás,4.42
2013 Q4,Cluj-Napoca,1111.87,349.66,654.29,Új lakás,3.19
2013 Q4,Cluj-Napoca,914.13,321.52,491.96,Új lakás,4.28
2013 Q4,Cluj-Napoca,1210.3,309.37,504.39,Használt lakás,4.77
2013 Q4,Cluj-Napoca,1253.51,277.2,639.21,Felújított lakás,5.52
2013 Q4,Timișoara,1264.49,393.74,722.12,Használt lakás,4.34
2013 Q4,Timișoara,1163.15,328.34,590.12,Használt lakás,6.23
2013 Q4,Timișoara,988.6,310.56,672.63,Használt lakás,5.72
2013 Q4,Timișoara,1106.42,379.18,610.47,Új lakás,6.2
2013 Q4,Timișoara,1158.94,386.03,748.52,Felújított lakás,5.3
2013 Q4,Iași,1155.92,373.9,568.08,Használt lakás,7.09
2013 Q4,Iași,1171.61,334.08,539.86,Új lakás,5.8
2013 Q4,Iași,1254.06,325.11,624.59,Használt lakás,3.19
2013 Q4,Iași,1172.2,363.11,692.44,Felújított lakás,3.93
2013 Q4,Iași,996.6,309.18,509.81,Felújított lakás,6.04
2013 Q4,Brașov,1335.84,357.81,663.28,Felújított lakás,4.83
2013 Q4,Brașov,1138.59,331.68,571.38,Felújított lakás,3.15
2013 Q4,Brașov,1181.71,343.39,634.72,Felújított lakás,4.79
2013 Q4,Brașov,1130.48,310.15,594.33,Új lakás,5.44
2013 Q4,Brașov,1012.8,348.5,603.98,Új lakás,3.98
2013 Q4,Constanța,1079.46,354.22,521.99,Új lakás,5.05
2013 Q4,Constanța,1042.56,387.51,730.27,Használt lakás,3.84
2013 Q4,Constanța,1214.1,315.93,652.46,Felújított lakás,3.43
2013 Q4,Constanța,1207.67,310.08,577.58,Használt lakás,3.67
2013 Q4,Constanța,1248.68,311.52,623.12,Használt lakás,4.36
2013 Q4,Sibiu,1136.26,350.91,544.29,Használt lakás,4.91
2013 Q4,Sibiu,1333.64,313.88,660.31,Használt lakás,6.2
2013 Q4,Sibiu,1052.06,286.8,608.12,Használt lakás,4.15
2013 Q4,Sibiu,1374.23,346.39,541.87,Használt lakás,3.55
2013 Q4,Sibiu,1280.79,322.15,592.63,Felújított lakás,5.66
2013 Q4,Oradea,1091.89,343.16,589.01,Felújított lakás,5.38
2013 Q4,Oradea,1220.89,336.2,593.82,Új lakás,4.33
2013 Q4,Oradea,972.69,355.3,703.53,Felújított lakás,3.82
2013 Q4,Oradea,1057.24,310.17,633.48,Használt lakás,5.15
2013 Q4,Oradea,1130.98,308.28,595.54,Használt lakás,3.14
2013 Q4,Galați,1167.21,379.86,514.93,Új lakás,3.17
2013 Q4,Galați,1339.53,320.53,658.16,Új lakás,4.55
2013 Q4,Galați,1130.57,362.54,536.96,Használt lakás,4.83
2013 Q4,Galați,1104.22,292.18,610.25,Új lakás,4.44
2013 Q4,Galați,1131.16,296.59,685.48,Felújított lakás,5.58
2013 Q4,Ploiești,1265.7,332.78,486.25,Felújított lakás,6.65
2013 Q4,Ploiești,1142.67,315.05,615.01,Használt lakás,5.87
2013 Q4,Ploiești,1147.23,396.14,654.98,Felújított lakás,3.62
2013 Q4,Ploiești,1069.15,383.3,427.24,Használt lakás,4.55
2013 Q4,Ploiești,978.3,325.94,572.07,Új lakás,4.34
2013 Q4,Arad,1083.73,301.11,727.51,Használt lakás,6.57
2013 Q4,Arad,1010.55,408.28,566.03,Használt lakás,4.83
2013 Q4,Arad,1142.41,318.61,649.03,Új lakás,4.83
2013 Q4,Arad,1092.81,292.82,536.38,Új lakás,3.06
2013 Q4,Arad,1151.47,297.13,574.07,Használt lakás,6.07
2013 Q4,Bacău,1293.92,343.71,584.77,Használt lakás,6.58
2013 Q4,Bacău,1212.49,331.89,504.44,Felújított lakás,5.09
2013 Q4,Bacău,1249.52,319.73,607.47,Új lakás,4.34
2013 Q4,Bacău,1127.92,245.49,576.69,Használt lakás,5.67
2013 Q4,Bacău,1074.23,347.1,544.64,Használt lakás,5.06
2013 Q4,Târgu Mureș,1124.02,307.43,669.95,Használt lakás,5.63
2013 Q4,Târgu Mureș,1077.41,364.91,622.24,Használt lakás,5.34
2013 Q4,Târgu Mureș,946.69,385.26,555.82,Új lakás,4.34
2013 Q4,Târgu Mureș,1466.55,357.07,566.82,Felújított lakás,2.49
2013 Q4,Târgu Mureș,1316.77,291.19,529.79,Felújított lakás,4.37
2013 Q4,Baia Mare,1319.97,375.93,580.53,Használt lakás,5.01
2013 Q4,Baia Mare,1077.95,350.59,594.4,Használt lakás,5.67
2013 Q4,Baia Mare,1266.06,364.76,568.26,Új lakás,5.44
2013 Q4,Baia Mare,1138.96,301.72,565.8,Felújított lakás,4.78
2013 Q4,Baia Mare,1259.23,337.66,517.45,Használt lakás,4.76
2013 Q4,Satu Mare,1163.61,352.43,645.19,Használt lakás,5.72
2013 Q4,Satu Mare,1078.69,320.35,527.59,Új lakás,5.4
2013 Q4,Satu Mare,1323.86,332.4,575.51,Felújított lakás,6.17
2013 Q4,Satu Mare,1210.67,362.45,518.55,Használt lakás,5.38
2013 Q4,Satu Mare,1038.5,299.64,569.19,Felújított lakás,4.11
2013 Q4,Botoșani,1123.41,287.36,647.53,Használt lakás,5.83
2013 Q4,Botoșani,916.32,384.14,541.37,Új lakás,5.56
2013 Q4,Botoșani,1141.79,346.15,578.89,Használt lakás,5.91
2013 Q4,Botoșani,1001.25,369.31,656.08,Új lakás,5.42
2013 Q4,Botoșani,1428.96,323.84,647.44,Felújított lakás,4.59
2013 Q4,Pitești,1298.01,344.69,566.73,Új lakás,6.01
2013 Q4,Pitești,1091.01,288.49,558.99,Új lakás,5.32
2013 Q4,Pitești,1317.04,349.45,669.09,Felújított lakás,3.34
2013 Q4,Pitești,1096.81,333.46,583.13,Felújított lakás,4.78
2013 Q4,Pitești,1232.91,327.21,598.34,Új lakás,4.65
2013 Q4,Craiova,1038.89,340.45,581.38,Használt lakás,4.53
2013 Q4,Craiova,1153.81,348.03,564.06,Felújított lakás,5.97
2013 Q4,Craiova,1009.66,316.16,756.8,Felújított lakás,3.66
2013 Q4,Craiova,987.55,374.38,465.37,Új lakás,4.46
2013 Q4,Craiova,1407.5,283.2,471.08,Felújított lakás,3.2
2013 Q4,Reșița,1257.8,389.99,559.24,Új lakás,5.38
2013 Q4,Reșița,1316.83,416.49,575.22,Használt lakás,2.4
2013 Q4,Reșița,1051.49,327.93,574.46,Felújított lakás,4.51
2013 Q4,Reșița,1284.27,395.98,579.7,Új lakás,5.8
2013 Q4,Reșița,1192.92,347.58,644.39,Új lakás,4.77
2013 Q4,Slatina,1396.94,287.46,559.09,Használt lakás,4.57
2013 Q4,Slatina,1202.73,395.72,588.54,Új lakás,3.28
2013 Q4,Slatina,1251.1,375.2,473.49,Felújított lakás,4.7
2013 Q4,Slatina,959.18,318.41,535.83,Új lakás,5.51
2013 Q4,Slatina,1164.02,293.58,642.8,Használt lakás,3.27
2014 Q1,București,1239.61,327.44,598.06,Felújított lakás,5.1
2014 Q1,București,1262.57,413.48,615.06,Új lakás,4.91
2014 Q1,București,1147.47,367.28,646.37,Használt lakás,4.5
2014 Q1,București,983.55,373.26,641.87,Használt lakás,3.92
2014 Q1,București,1045.87,419.04,649.49,Új lakás,4.37
2014 Q1,Cluj-Napoca,1063.56,327.13,698.16,Felújított lakás,4.74
2014 Q1,Cluj-Napoca,1133.93,380.39,571.14,Új lakás,6.1
2014 Q1,Cluj-Napoca,1362.34,341.34,582.28,Felújított lakás,2.0
2014 Q1,Cluj-Napoca,1022.21,306.42,628.11,Felújított lakás,4.27
2014 Q1,Cluj-Napoca,1038.56,348.75,650.32,Új lakás,5.13
2014 Q1,Timișoara,972.04,354.87,537.0,Felújított lakás,5.5
2014 Q1,Timișoara,1294.1,324.08,574.04,Használt lakás,4.14
2014 Q1,Timișoara,929.66,373.44,603.63,Felújított lakás,5.57
2014 Q1,Timișoara,1068.19,335.24,529.61,Új lakás,3.6
2014 Q1,Timișoara,1058.16,399.84,578.1,Használt lakás,4.72
2014 Q1,Iași,1154.31,309.22,609.9,Új lakás,5.2
2014 Q1,Iași,1055.07,392.36,569.02,Új lakás,4.12
2014 Q1,Iași,1263.68,333.46,622.25,Új lakás,4.29
2014 Q1,Iași,1215.52,264.77,510.22,Használt lakás,5.22
2014 Q1,Iași,1324.46,323.58,605.36,Használt lakás,4.89
2014 Q1,Brașov,1283.19,278.89,566.84,Új lakás,4.27
2014 Q1,Brașov,1284.38,459.94,606.32,Új lakás,3.19
2014 Q1,Brașov,1248.27,412.84,626.48,Új lakás,3.69
2014 Q1,Brașov,1314.96,386.54,558.44,Új lakás,4.98
2014 Q1,Brașov,1319.67,407.28,616.01,Használt lakás,4.24
2014 Q1,Constanța,1347.27,311.59,646.31,Új lakás,3.23
2014 Q1,Constanța,1327.85,349.68,696.11,Új lakás,5.09
2014 Q1,Constanța,1053.21,416.99,713.07,Új lakás,5.48
2014 Q1,Constanța,1108.61,347.76,628.73,Használt lakás,3.9
2014 Q1,Constanța,1403.08,365.77,457.8,Használt lakás,4.94
2014 Q1,Sibiu,1158.22,357.0,597.88,Használt lakás,5.41
2014 Q1,Sibiu,1334.36,371.32,599.64,Használt lakás,4.56
2014 Q1,Sibiu,1202.35,327.9,654.74,Használt lakás,5.06
2014 Q1,Sibiu,1384.85,410.21,578.86,Felújított lakás,5.42
2014 Q1,Sibiu,1085.89,387.84,589.0,Új lakás,3.58
2014 Q1,Oradea,1233.61,253.02,514.94,Felújított lakás,4.42
2014 Q1,Oradea,1209.89,345.23,525.23,Használt lakás,3.78
2014 Q1,Oradea,1246.95,383.27,619.03,Új lakás,5.76
2014 Q1,Oradea,1247.69,330.1,603.17,Használt lakás,3.2
2014 Q1,Oradea,1187.02,404.48,661.12,Felújított lakás,6.0
2014 Q1,Galați,1163.65,413.84,608.4,Új lakás,6.07
2014 Q1,Galați,1197.38,388.29,708.51,Felújított lakás,4.41
2014 Q1,Galați,1226.21,411.55,612.02,Használt lakás,3.28
2014 Q1,Galați,1457.16,341.21,629.53,Felújított lakás,5.76
2014 Q1,Galați,1126.98,319.69,635.22,Felújított lakás,2.81
2014 Q1,Ploiești,1165.45,369.8,603.8,Új lakás,3.06
2014 Q1,Ploiești,1391.3,364.14,705.87,Használt lakás,4.34
2014 Q1,Ploiești,1094.4,370.77,607.05,Felújított lakás,3.42
2014 Q1,Ploiești,1376.37,335.11,509.58,Felújított lakás,5.93
2014 Q1,Ploiești,1139.48,335.69,514.08,Új lakás,6.34
2014 Q1,Arad,1045.26,362.34,674.76,Új lakás,5.02
2014 Q1,Arad,1192.84,291.93,571.42,Használt lakás,4.79
2014 Q1,Arad,1105.54,368.13,660.9,Új lakás,5.56
2014 Q1,Arad,1052.86,447.87,666.05,Felújított lakás,4.6
2014 Q1,Arad,1330.74,454.62,533.68,Új lakás,4.37
2014 Q1,Bacău,914.59,367.71,641.92,Használt lakás,4.56
2014 Q1,Bacău,1121.46,278.02,642.41,Használt lakás,6.06
2014 Q1,Bacău,1129.08,377.6,525.91,Felújított lakás,5.06
2014 Q1,Bacău,1152.79,329.5,574.38,Új lakás,4.21
2014 Q1,Bacău,1245.89,307.51,596.17,Felújított lakás,4.56
2014 Q1,Târgu Mureș,1068.12,431.87,568.79,Felújított lakás,3.93
2014 Q1,Târgu Mureș,1082.6,431.94,653.17,Felújított lakás,3.66
2014 Q1,Târgu Mureș,1332.75,368.03,635.44,Felújított lakás,4.26
2014 Q1,Târgu Mureș,1110.07,373.51,587.29,Új lakás,6.42
2014 Q1,Târgu Mureș,1047.69,421.45,613.32,Használt lakás,4.9
2014 Q1,Baia Mare,1299.98,334.79,671.85,Felújított lakás,2.0
2014 Q1,Baia Mare,1113.6,323.04,544.79,Használt lakás,4.39
2014 Q1,Baia Mare,1246.29,388.11,634.45,Használt lakás,3.93
2014 Q1,Baia Mare,1244.28,364.97,676.16,Használt lakás,5.38
2014 Q1,Baia Mare,1203.66,324.11,580.82,Felújított lakás,4.05
2014 Q1,Satu Mare,1162.17,370.72,662.91,Új lakás,4.55
2014 Q1,Satu Mare,1201.93,365.73,589.05,Felújított lakás,3.67
2014 Q1,Satu Mare,989.35,332.19,648.39,Felújított lakás,3.9
2014 Q1,Satu Mare,1171.46,378.66,651.24,Felújított lakás,3.52
2014 Q1,Satu Mare,1319.65,405.09,552.21,Új lakás,3.78
2014 Q1,Botoșani,1342.93,354.13,486.81,Felújított lakás,3.2
2014 Q1,Botoșani,1170.08,313.48,595.19,Új lakás,4.63
2014 Q1,Botoșani,1375.47,348.38,684.35,Használt lakás,6.03
2014 Q1,Botoșani,1372.12,371.39,502.2,Új lakás,5.06
2014 Q1,Botoșani,1325.81,356.76,724.68,Új lakás,5.46
2014 Q1,Pitești,1268.19,403.46,640.0,Felújított lakás,2.11
2014 Q1,Pitești,1140.1,407.89,571.54,Használt lakás,4.38
2014 Q1,Pitești,1074.62,431.36,720.89,Felújított lakás,3.72
2014 Q1,Pitești,1217.68,332.78,656.9,Használt lakás,5.11
2014 Q1,Pitești,1297.4,373.28,796.12,Felújított lakás,3.57
